region_1_mean,region_1_std,region_1_entropy,region_2_mean,region_2_std,region_2_entropy,region_3_mean,region_3_std,region_3_entropy,region_4_mean,region_4_std,region_4_entropy,label
784.0,1218.2859885921696,3.8750000000000004,784.0,1226.6598958146467,3.8750000000000004,784.0,1315.4416558707574,3.8750000000000004,784.0,1299.6088834722545,3.8750000000000004,1.0
784.0,2330.9651702674582,3.8750000000000004,784.0,2345.179950451564,4.0,784.0,1993.4214306061826,4.0,784.0,1972.2851910917955,4.0,1.0
784.0,1447.2227713797208,4.0,784.0,1382.6170836496995,3.8750000000000004,784.0,1590.9560411903278,3.702819531114783,784.0,1577.856615792449,3.8750000000000004,1.0
784.0,1651.051861693024,3.8750000000000004,784.0,1554.248492037229,4.0,784.0,1671.2066374329656,3.8750000000000004,784.0,1669.7398000886246,4.0,1.0
784.0,1787.7161058176994,4.0,784.0,1664.9508250996485,4.0,784.0,1806.4470999727614,4.0,784.0,1662.7055136132797,4.0,1.0
784.0,1666.3627306201972,4.0,784.0,1791.1270892932193,4.0,784.0,1662.805986878806,3.75,784.0,1809.7001132784403,4.0,1.0
784.0,1684.5778031898676,3.8750000000000004,784.0,1632.2378426565167,4.0,784.0,1613.2365372133127,3.8750000000000004,784.0,1642.5447482488871,3.8750000000000004,1.0
784.0,1598.826561888437,3.702819531114783,784.0,1515.3570123901495,4.0,784.0,1496.8650156243214,3.702819531114783,784.0,1514.4702456634795,4.0,1.0
784.0,1852.3625455077631,4.0,784.0,1687.8267091144162,4.0,784.0,1837.9158373005005,4.0,784.0,1665.2101218765156,3.8750000000000004,1.0
784.0,1690.4152596329695,4.0,784.0,1852.7560214448097,4.0,784.0,1668.1304655212073,3.8750000000000004,784.0,1839.6120514934664,4.0,1.0
784.0,1583.4205458437123,3.8750000000000004,784.0,1642.3451601292586,3.8750000000000004,784.0,1491.4206314785913,3.702819531114783,784.0,1470.5810501295057,4.0,1.0
784.0,1890.257819716665,3.8750000000000004,784.0,1738.5866386234538,4.0,784.0,1848.2675672098994,4.0,784.0,1666.3951362146975,4.0,1.0
784.0,1740.244127988944,4.0,784.0,1890.2282930905462,3.8750000000000004,784.0,1671.1673689370552,3.8750000000000004,784.0,1847.5231054035562,4.0,1.0
784.0,1954.6516633405554,4.0,784.0,1815.853759254858,4.0,784.0,1874.4363486125635,4.0,784.0,1674.4327397659185,3.8750000000000004,1.0
784.0,1814.9421478383272,4.0,784.0,1954.971451198201,4.0,784.0,1678.0366503744785,3.8750000000000004,784.0,1876.0861187589444,4.0,1.0
784.0,2019.1980462549977,3.75,784.0,1912.7420108315705,3.75,784.0,1879.534683106433,3.8750000000000004,784.0,1699.3300150353373,3.8750000000000004,1.0
784.0,1915.2804951233645,3.8750000000000004,784.0,2021.0605198756418,3.8750000000000004,784.0,1698.7116441585958,3.8750000000000004,784.0,1880.3549199552726,4.0,1.0
784.0,2126.317326976385,3.75,784.0,2011.8559528455312,3.75,784.0,1933.928450072546,3.8750000000000004,784.0,1750.3957766745211,4.0,1.0
784.0,1896.758616693226,3.8750000000000004,784.0,2008.9577521690196,3.8750000000000004,784.0,1677.6822181211792,4.0,784.0,1810.6603077330656,3.8750000000000004,1.0
784.0,2234.3561153048095,4.0,784.0,2137.7194916545996,3.75,784.0,2001.571132885364,3.8750000000000004,784.0,1822.774430641378,4.0,1.0
784.0,2132.8464255543577,3.8750000000000004,784.0,1948.4857261473587,3.8750000000000004,784.0,1664.537886321606,3.702819531114783,784.0,1629.015883900461,3.8750000000000004,1.0
784.0,1950.652519030491,3.8750000000000004,784.0,2135.497687893855,3.75,784.0,1632.443950033201,3.702819531114783,784.0,1666.0786671102899,3.702819531114783,1.0
784.0,2181.220644501606,3.702819531114783,784.0,2008.4099432137853,3.8750000000000004,784.0,1694.115403389037,3.702819531114783,784.0,1646.1391572403593,3.8750000000000004,1.0
784.0,2009.7731215239196,3.8750000000000004,784.0,2181.6484879558393,3.702819531114783,784.0,1648.9460270124066,3.8750000000000004,784.0,1696.0808869272714,3.702819531114783,1.0
